x, y
-3.0, -1.0101086659079936
-2.0, -2.4029979617223813
-1.0, 1.8508157176809255
0.0, 1.0
1.0, 1.8508157176809255
2.0, -2.4029979617223813
3.0, -1.0101086659079936
